voyage_id,date,distance_km,sailing_hours,dep_time,arr_time
54,2025-03-18,229.4764686294993,15.101111111111111,2025-03-18 00:20:59,2025-03-18 15:27:03
217,2025-09-04,235.5018636551496,11.466666666666667,2025-09-04 04:24:04,2025-09-04 15:52:04
