voyage_id,start_idx,end_idx,dep_time,arr_time,duration_hr,displacement_km,path_len_km,HeadingCum_deg,n_points,valid_flag,invalid_reason,dep_lat,dep_lon,arr_lat,arr_lon,origin_port,destination_port
405,5559,5566,2025-04-12 12:25:34,2025-04-12 19:23:31,6.965833333333333,0.026515486050099568,0.3207139088252995,0.0,8,False,R0_same_cluster,35.586773,139.99251,35.58691,139.99275,NARASHINO,NARASHINO
406,5569,5570,2025-04-12 22:23:22,2025-04-12 23:26:07,1.0458333333333334,0.0066328366371533574,0.0066328366371533574,0.0,2,False,R0_same_cluster,35.586266,139.99265,35.586216,139.99261,NARASHINO,NARASHINO
407,5573,5596,2025-04-13 02:26:11,2025-04-14 01:23:21,22.95277777777778,0.2214468973238407,0.8291234785579805,0.0,24,False,R0_same_cluster,35.587185,139.9926,35.587952,139.99486,NARASHINO,NARASHINO
408,5599,5600,2025-04-14 04:23:26,2025-04-14 05:23:13,0.9963888888888889,0.023687980725148893,0.023687980725148893,0.0,2,False,R0_same_cluster,35.587875,139.99507,35.587849,139.99533,NARASHINO,NARASHINO
409,5606,5609,2025-04-14 11:24:17,2025-04-14 14:24:43,3.007222222222222,0.022910539750631842,0.05325702900574148,0.0,4,False,R0_same_cluster,35.587921,139.99541,35.588066,139.99559,NARASHINO,NARASHINO
410,5614,5616,2025-04-14 19:25:16,2025-04-14 21:25:56,2.011111111111111,9.772271538260354,9.844614964546716,0.0,3,True,,35.588261,139.99515,35.675419,139.98128,NARASHINO,FUNABASHI
411,5620,5620,2025-04-15 01:25:27,2025-04-15 01:25:27,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.673412,139.97829,35.673412,139.97829,FUNABASHI,FUNABASHI
412,5623,5628,2025-04-15 04:23:07,2025-04-15 09:24:44,5.026944444444444,0.00422541304860577,0.01296786817030776,0.0,6,False,R0_same_cluster,35.673386,139.97829,35.673424,139.97829,FUNABASHI,FUNABASHI
413,5632,5632,2025-04-15 13:23:49,2025-04-15 13:23:49,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.673412,139.97829,35.673412,139.97829,FUNABASHI,FUNABASHI
414,5635,5635,2025-04-15 16:24:43,2025-04-15 16:24:43,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.673424,139.9783,35.673424,139.9783,FUNABASHI,FUNABASHI
415,5638,5638,2025-04-15 19:25:53,2025-04-15 19:25:53,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.673424,139.97829,35.673424,139.97829,FUNABASHI,FUNABASHI
416,5644,5653,2025-04-16 01:23:31,2025-04-16 10:25:24,9.03138888888889,0.003793639278503596,0.01714549696411933,0.0,10,False,R0_same_cluster,35.673439,139.97829,35.673409,139.97827,FUNABASHI,FUNABASHI
417,5656,5662,2025-04-16 13:24:27,2025-04-16 19:24:01,5.9927777777777775,0.002112706525010209,0.009318574751909075,0.0,7,False,R0_same_cluster,35.673393,139.97829,35.673412,139.97829,FUNABASHI,FUNABASHI
418,5668,5676,2025-04-17 01:26:07,2025-04-17 09:24:09,7.967222222222222,0.005399465738114514,0.05631128739065113,0.0,9,False,R0_same_cluster,35.673435,139.97826,35.673393,139.97829,FUNABASHI,FUNABASHI
419,5680,5684,2025-04-17 13:25:53,2025-04-17 17:25:56,4.0008333333333335,0.015929720306019038,0.021958227031055263,0.0,5,False,R0_same_cluster,35.673294,139.97839,35.673412,139.97829,FUNABASHI,FUNABASHI
420,5690,5781,2025-04-17 23:25:02,2025-04-22 22:22:59,118.96583333333334,2393.6776819402767,2549.1706738891544,0.0,92,False,R5_large_time_gap,35.673458,139.97827,22.54504,120.34531,FUNABASHI,KAOHSIUNG
421,5784,5793,2025-04-23 01:25:48,2025-04-23 10:07:59,8.703055555555556,0.0012246598482068766,0.031980945257844576,0.0,10,False,R0_same_cluster,22.545031,120.34528,22.545025,120.34529,KAOHSIUNG,KAOHSIUNG
422,5798,5868,2025-04-23 15:26:12,2025-04-27 07:25:44,87.99222222222222,1982.3186110285083,2107.655808446234,0.0,71,False,R5_large_time_gap,22.553366,120.32108,34.600983,135.34697,KAOHSIUNG,OSAKA
423,5872,5883,2025-04-27 11:24:55,2025-04-27 22:26:08,11.020277777777778,0.1224198597640142,0.7599129939243098,0.0,12,False,R0_same_cluster,34.613594,135.36435,34.612598,135.36378,OSAKA,OSAKA
424,5886,5923,2025-04-28 01:24:35,2025-04-29 14:21:31,36.94888888888889,0.05039805050429522,2.264003957465638,0.0,38,False,R0_same_cluster,34.612026,135.36414,34.611706,135.36375,OSAKA,OSAKA
425,5926,5933,2025-04-29 17:24:31,2025-04-30 00:23:57,6.990555555555556,7.045618764600877,7.159208363977722,0.0,8,True,,34.611732,135.36375,34.662109,135.41046,OSAKA,AMAGASAKINISHINOMIYA
426,5936,5940,2025-04-30 03:23:57,2025-04-30 07:23:57,4.0,0.0009146015139884537,0.01673045619596626,0.0,5,False,R0_same_cluster,34.662167,135.41045,34.662167,135.41046,AMAGASAKINISHINOMIYA,AMAGASAKINISHINOMIYA
427,5945,5957,2025-04-30 12:23:57,2025-05-01 00:23:57,12.0,0.005114973691162063,0.06894580875134595,0.0,13,False,R0_same_cluster,34.662159,135.41046,34.662113,135.41046,AMAGASAKINISHINOMIYA,AMAGASAKINISHINOMIYA
428,5960,6049,2025-05-01 03:23:57,2025-05-05 06:26:10,99.03694444444444,1991.66084155805,2135.851551205081,0.0,90,False,R5_large_time_gap,34.662155,135.41045,22.5522,120.31454,AMAGASAKINISHINOMIYA,KAOHSIUNG
429,6052,6055,2025-05-05 09:23:36,2025-05-05 12:20:23,2.946388888888889,0.009414039577840028,0.01496441243042566,0.0,4,False,R0_same_cluster,22.543251,120.34277,22.543171,120.34274,KAOHSIUNG,KAOHSIUNG
430,6059,6064,2025-05-05 16:20:23,2025-05-05 21:23:02,5.0441666666666665,0.0035577517200325332,0.016513069470195374,0.0,6,False,R0_same_cluster,22.543224,120.34277,22.54324,120.3428,KAOHSIUNG,KAOHSIUNG
431,6067,6070,2025-05-06 00:23:35,2025-05-06 03:23:50,3.004166666666667,0.0040041306690598326,0.010087690141341183,0.0,4,False,R0_same_cluster,22.54323,120.34277,22.543253,120.3428,KAOHSIUNG,KAOHSIUNG
432,6073,6073,2025-05-06 06:23:35,2025-05-06 06:23:35,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.5432,120.34279,22.5432,120.34279,KAOHSIUNG,KAOHSIUNG
433,6076,6096,2025-05-06 09:23:35,2025-05-07 06:15:34,20.86638888888889,0.006445354245324986,0.05946083759219163,0.0,21,False,R0_same_cluster,22.54323,120.34274,22.543247,120.3428,KAOHSIUNG,KAOHSIUNG
434,6099,6099,2025-05-07 09:17:35,2025-05-07 09:17:35,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.543329,120.3428,22.543329,120.3428,KAOHSIUNG,KAOHSIUNG
435,6102,6102,2025-05-07 12:20:23,2025-05-07 12:20:23,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.543194,120.34281,22.543194,120.34281,KAOHSIUNG,KAOHSIUNG
436,6105,6111,2025-05-07 15:21:50,2025-05-07 21:22:39,6.0136111111111115,0.0012886254296242405,0.012919091354374013,0.0,7,False,R0_same_cluster,22.543249,120.3428,22.543242,120.34279,KAOHSIUNG,KAOHSIUNG
437,6114,6120,2025-05-08 00:23:35,2025-05-08 06:23:35,6.0,0.003403218473252309,0.0204828168584268,0.0,7,False,R0_same_cluster,22.543262,120.34277,22.543249,120.3428,KAOHSIUNG,KAOHSIUNG
438,6123,6213,2025-05-08 09:23:35,2025-05-13 05:25:57,116.03944444444444,2390.3128381295737,2529.1148757240203,0.0,91,False,R5_large_time_gap,22.54331,120.34279,35.588501,139.99579,KAOHSIUNG,NARASHINO
439,6216,6219,2025-05-13 08:25:17,2025-05-13 11:24:23,2.985,0.08253081615511773,0.14834446280770802,0.0,4,False,R0_same_cluster,35.588909,139.99644,35.588852,139.99553,NARASHINO,NARASHINO
440,6222,6234,2025-05-13 14:24:23,2025-05-14 02:24:23,12.0,0.21390540445193273,0.6225328292461862,0.0,13,False,R0_same_cluster,35.588928,139.99619,35.587093,139.9969,NARASHINO,NARASHINO
441,6237,6239,2025-05-14 05:24:23,2025-05-14 07:24:23,2.0,0.007450510978001028,0.01164538192833577,0.0,3,False,R0_same_cluster,35.588188,139.99734,35.588253,139.99736,NARASHINO,NARASHINO
442,6242,6244,2025-05-14 10:21:23,2025-05-14 12:24:23,2.05,0.010545049338389194,0.011947103499903203,0.0,3,False,R0_same_cluster,35.588665,139.99707,35.588734,139.99699,NARASHINO,NARASHINO
443,6249,6251,2025-05-14 17:24:23,2025-05-14 19:24:23,2.0,0.006539855492991134,0.00718795220951695,0.0,3,False,R0_same_cluster,35.588486,139.99719,35.588535,139.99715,NARASHINO,NARASHINO
444,6255,6255,2025-05-14 23:24:23,2025-05-14 23:24:23,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.587368,139.99727,35.587368,139.99727,NARASHINO,NARASHINO
445,6258,6258,2025-05-15 02:24:23,2025-05-15 02:24:23,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.587406,139.99739,35.587406,139.99739,NARASHINO,NARASHINO
446,6263,6267,2025-05-15 07:24:23,2025-05-15 11:24:23,4.0,0.01693332799315579,0.0710181850219696,0.0,5,False,R0_same_cluster,35.588814,139.99751,35.588856,139.99733,NARASHINO,NARASHINO
447,6271,6274,2025-05-15 15:24:23,2025-05-15 18:24:23,3.0,0.01922514067943624,0.03928841208121811,0.0,4,False,R0_same_cluster,35.589127,139.99646,35.5891,139.99667,NARASHINO,NARASHINO
448,6279,6287,2025-05-15 23:22:05,2025-05-16 07:24:23,8.038333333333334,0.07610392708780772,0.20534345289146194,0.0,9,False,R0_same_cluster,35.588215,139.99768,35.588871,139.99744,NARASHINO,NARASHINO
449,6290,6293,2025-05-16 10:24:23,2025-05-16 13:24:23,3.0,0.03921737449752077,0.07148545845098524,0.0,4,False,R0_same_cluster,35.58884,139.99739,35.589024,139.99702,NARASHINO,NARASHINO
450,6297,6297,2025-05-16 17:24:23,2025-05-16 17:24:23,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.589172,139.99664,35.589172,139.99664,NARASHINO,NARASHINO
451,6300,6307,2025-05-16 20:24:23,2025-05-17 03:24:23,7.0,0.0940453068412667,0.42479473259096945,0.0,8,False,R0_same_cluster,35.589127,139.99582,35.589134,139.99686,NARASHINO,NARASHINO
452,6310,6315,2025-05-17 06:24:23,2025-05-17 11:24:23,5.0,0.013076525825492773,0.03185970000268535,0.0,6,False,R0_same_cluster,35.589039,139.99725,35.589146,139.99731,NARASHINO,NARASHINO
453,6318,6318,2025-05-17 14:24:23,2025-05-17 14:24:23,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.589169,139.99725,35.589169,139.99725,NARASHINO,NARASHINO
454,6321,6324,2025-05-17 17:21:23,2025-05-17 20:24:23,3.05,0.0009042496180297998,0.09776887721625134,0.0,4,False,R0_same_cluster,35.589237,139.99716,35.589237,139.99715,NARASHINO,NARASHINO
455,6328,6335,2025-05-18 00:24:23,2025-05-18 07:21:23,6.95,0.020784785897424312,0.08233251404104425,0.0,8,False,R0_same_cluster,35.589249,139.99704,35.589325,139.99683,NARASHINO,NARASHINO
456,6338,6340,2025-05-18 10:24:23,2025-05-18 12:24:23,2.0,0.04475854983835797,0.044760170954179085,0.0,3,False,R0_same_cluster,35.589218,139.99715,35.589005,139.99757,NARASHINO,NARASHINO
457,6346,6357,2025-05-18 18:24:23,2025-05-19 05:22:27,10.967777777777778,9.678186769972756,10.506372176077067,0.0,12,True,,35.588993,139.99672,35.674095,139.97426,NARASHINO,FUNABASHI
458,6360,6360,2025-05-19 08:25:28,2025-05-19 08:25:28,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.67408,139.9742,35.67408,139.9742,FUNABASHI,FUNABASHI
459,6363,6365,2025-05-19 11:22:27,2025-05-19 13:25:28,2.0502777777777776,0.0008895606418489687,0.010808181044671638,0.0,3,False,R0_same_cluster,35.67408,139.97423,35.674088,139.97423,FUNABASHI,FUNABASHI
460,6369,6369,2025-05-19 17:25:28,2025-05-19 17:25:28,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.674084,139.97421,35.674084,139.97421,FUNABASHI,FUNABASHI
461,6374,6381,2025-05-19 22:22:27,2025-05-20 05:22:27,7.0,0.011488539194166135,0.023298412522973874,0.0,8,False,R0_same_cluster,35.674179,139.97429,35.674084,139.97424,FUNABASHI,FUNABASHI
462,6387,6388,2025-05-20 11:25:27,2025-05-20 12:25:27,1.0,0.005194120669624779,0.005194120669624779,0.0,2,False,R0_same_cluster,35.674095,139.97423,35.674049,139.97424,FUNABASHI,FUNABASHI
463,6393,6393,2025-05-20 17:22:27,2025-05-20 17:22:27,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.674099,139.97429,35.674099,139.97429,FUNABASHI,FUNABASHI
464,6397,6405,2025-05-20 21:25:28,2025-05-21 05:22:27,7.949722222222222,0.006894094974152676,0.030428711802850696,0.0,9,False,R0_same_cluster,35.674026,139.97421,35.674088,139.97421,FUNABASHI,FUNABASHI
465,6408,6408,2025-05-21 08:25:27,2025-05-21 08:25:27,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.674103,139.97424,35.674103,139.97424,FUNABASHI,FUNABASHI
466,6411,6411,2025-05-21 11:25:27,2025-05-21 11:25:27,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,35.674088,139.97424,35.674088,139.97424,FUNABASHI,FUNABASHI
467,6416,6417,2025-05-21 16:25:27,2025-05-21 17:22:27,0.95,0.0035634351144375382,0.0035634351144375382,0.0,2,False,R0_same_cluster,35.674068,139.97424,35.674099,139.97423,FUNABASHI,FUNABASHI
468,6420,6530,2025-05-21 20:25:28,2025-05-26 22:26:18,122.01388888888889,641.3938952278118,860.1328145138623,0.0,111,False,R5_large_time_gap,35.674088,139.97424,34.37904,133.10841,FUNABASHI,SUNAMI
469,6533,6569,2025-05-27 01:23:18,2025-05-28 13:23:18,36.0,0.11498788033015286,2.972520803032695,0.0,37,False,R0_same_cluster,34.379406,133.10812,34.380386,133.10852,SUNAMI,SUNAMI
470,6572,6616,2025-05-28 16:26:18,2025-05-30 13:25:39,44.98916666666667,33.38012092836617,47.31343378117598,0.0,45,False,R5_large_time_gap,34.380352,133.10887,34.473793,133.45473,SUNAMI,FUKUYAMA
471,6619,6619,2025-05-30 16:21:54,2025-05-30 16:21:54,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.473782,133.4549,34.473782,133.4549,FUKUYAMA,FUKUYAMA
472,6628,6631,2025-05-31 00:57:57,2025-05-31 04:12:39,3.245,0.0032163067644073507,0.009808276400595907,0.0,4,False,R0_same_cluster,34.473778,133.45488,34.473793,133.45491,FUKUYAMA,FUKUYAMA
473,6637,6637,2025-05-31 10:15:39,2025-05-31 10:15:39,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.473782,133.45491,34.473782,133.45491,FUKUYAMA,FUKUYAMA
474,6641,6643,2025-05-31 14:21:39,2025-05-31 16:15:39,1.9,0.0,0.014837571702489245,0.0,3,False,R0_same_cluster,34.473782,133.4549,34.473782,133.4549,FUKUYAMA,FUKUYAMA
475,6647,6649,2025-05-31 20:09:39,2025-05-31 22:25:01,2.256111111111111,0.0016679262030247386,0.0025574868469956796,0.0,3,False,R0_same_cluster,34.473789,133.45491,34.473774,133.45491,FUKUYAMA,FUKUYAMA
476,6652,6655,2025-06-01 01:25:20,2025-06-01 04:14:25,2.8180555555555555,0.12866879409790297,0.1324419533067727,0.0,4,False,R0_same_cluster,34.472427,133.45386,34.471615,133.45486,FUKUYAMA,FUKUYAMA
477,6658,6658,2025-06-01 07:23:19,2025-06-01 07:23:19,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.471611,133.45486,34.471611,133.45486,FUKUYAMA,FUKUYAMA
478,6661,6667,2025-06-01 10:25:57,2025-06-01 15:40:57,5.25,0.0012773632658677457,0.014742830108137329,0.0,7,False,R0_same_cluster,34.471588,133.45485,34.471596,133.45486,FUKUYAMA,FUKUYAMA
479,6674,6679,2025-06-01 23:25:57,2025-06-02 04:25:57,5.0,0.006543635442526598,0.016386711542726556,0.0,6,False,R0_same_cluster,34.471634,133.45483,34.471592,133.45488,FUKUYAMA,FUKUYAMA
480,6682,6682,2025-06-02 07:25:57,2025-06-02 07:25:57,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.471581,133.45488,34.471581,133.45488,FUKUYAMA,FUKUYAMA
481,6685,6685,2025-06-02 10:22:57,2025-06-02 10:22:57,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.471611,133.45488,34.471611,133.45488,FUKUYAMA,FUKUYAMA
482,6688,6691,2025-06-02 13:08:23,2025-06-02 16:23:19,3.2488888888888887,0.0037806327280349478,0.004310288526434697,0.0,4,False,R0_same_cluster,34.471581,133.4549,34.471615,133.4549,FUKUYAMA,FUKUYAMA
483,6697,6706,2025-06-02 22:25:57,2025-06-03 07:13:57,8.8,0.002554726526713743,0.03226196413418245,0.0,10,False,R0_same_cluster,34.471584,133.4549,34.4716,133.45488,FUKUYAMA,FUKUYAMA
484,6709,6709,2025-06-03 10:11:22,2025-06-03 10:11:22,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.471596,133.45486,34.471596,133.45486,FUKUYAMA,FUKUYAMA
485,6713,6715,2025-06-03 14:25:57,2025-06-03 15:56:23,1.5072222222222222,0.002797299423701665,0.00505311228259953,0.0,3,False,R0_same_cluster,34.471581,133.45486,34.4716,133.45488,FUKUYAMA,FUKUYAMA
486,6720,6730,2025-06-03 21:22:57,2025-06-04 07:19:57,9.95,0.002037810810034394,0.03875794877426729,0.0,11,False,R0_same_cluster,34.4716,133.45486,34.471592,133.45488,FUKUYAMA,FUKUYAMA
487,6733,6738,2025-06-04 10:25:57,2025-06-04 15:25:57,5.0,0.0008895606418489687,0.010718016722175245,0.0,6,False,R0_same_cluster,34.471592,133.45488,34.4716,133.45488,FUKUYAMA,FUKUYAMA
488,6743,6754,2025-06-04 20:25:59,2025-06-05 07:19:35,10.893333333333333,2.1163012026647956,2.1576069250318635,0.0,12,False,R0_same_cluster,34.448395,133.4483,34.452881,133.42587,FUKUYAMA,FUKUYAMA
489,6757,6757,2025-06-05 10:25:14,2025-06-05 10:25:14,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.452885,133.42587,34.452885,133.42587,FUKUYAMA,FUKUYAMA
490,6761,6763,2025-06-05 14:25:14,2025-06-05 16:16:43,1.8580555555555556,0.0018869792359408107,0.0024829606553626,0.0,3,False,R0_same_cluster,34.452896,133.42589,34.452892,133.42587,FUKUYAMA,FUKUYAMA
491,6768,6769,2025-06-05 21:25:14,2025-06-05 22:25:14,1.0,0.0022043020565369388,0.0022043020565369388,0.0,2,False,R0_same_cluster,34.452892,133.42589,34.452881,133.42587,FUKUYAMA,FUKUYAMA
492,6772,6777,2025-06-06 01:25:14,2025-06-06 06:25:14,5.0,0.0019033373883571428,0.02168706146492566,0.0,6,False,R0_same_cluster,34.452881,133.42587,34.452896,133.42586,FUKUYAMA,FUKUYAMA
493,6781,6781,2025-06-06 10:25:14,2025-06-06 10:25:14,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.452877,133.4259,34.452877,133.4259,FUKUYAMA,FUKUYAMA
494,6785,6786,2025-06-06 14:22:41,2025-06-06 15:25:14,1.0425,0.003423617986010747,0.003423617986010747,0.0,2,False,R0_same_cluster,34.452866,133.42589,34.452892,133.42587,FUKUYAMA,FUKUYAMA
495,6790,6793,2025-06-06 19:25:14,2025-06-06 22:16:14,2.85,0.0,0.00803624494659664,0.0,4,False,R0_same_cluster,34.452892,133.42589,34.452892,133.42589,FUKUYAMA,FUKUYAMA
496,6796,6801,2025-06-07 01:25:14,2025-06-07 06:25:14,5.0,0.0015286599631225,0.01123580095134957,0.0,6,False,R0_same_cluster,34.452881,133.42587,34.452892,133.42586,FUKUYAMA,FUKUYAMA
497,6805,6806,2025-06-07 10:25:14,2025-06-07 11:22:14,0.95,0.0019033372889886158,0.0019033372889886158,0.0,2,False,R0_same_cluster,34.4529,133.4259,34.452915,133.42589,FUKUYAMA,FUKUYAMA
498,6809,6810,2025-06-07 14:25:14,2025-06-07 15:25:14,1.0,0.003057270566550889,0.003057270566550889,0.0,2,False,R0_same_cluster,34.452888,133.4259,34.4529,133.42587,FUKUYAMA,FUKUYAMA
499,6814,6814,2025-06-07 19:22:14,2025-06-07 19:22:14,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.452892,133.42589,34.452892,133.42589,FUKUYAMA,FUKUYAMA
500,6817,6825,2025-06-07 22:25:14,2025-06-08 06:25:14,8.0,0.0022239016042687595,0.032012028793175225,0.0,9,False,R0_same_cluster,34.452888,133.42587,34.452908,133.42587,FUKUYAMA,FUKUYAMA
501,6829,6829,2025-06-08 10:25:14,2025-06-08 10:25:14,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,34.4529,133.4259,34.4529,133.4259,FUKUYAMA,FUKUYAMA
502,6833,6883,2025-06-08 14:19:14,2025-06-12 00:25:51,82.11027777777778,1523.3405073851554,1606.0932599379767,0.0,51,False,R5_large_time_gap,34.452915,133.42587,25.209599,121.73955,FUKUYAMA,KEELUNG
503,6886,6886,2025-06-12 03:24:12,2025-06-12 03:24:12,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,25.145107,121.7584,25.145107,121.7584,KEELUNG,KEELUNG
504,6889,6898,2025-06-12 06:24:12,2025-06-12 15:12:12,8.8,0.0061157294129769064,0.07590224446873924,0.0,10,False,R0_same_cluster,25.145191,121.75844,25.145136,121.75844,KEELUNG,KEELUNG
505,6901,6904,2025-06-12 18:21:12,2025-06-12 21:24:12,3.05,0.005236360518819886,0.03867650630863616,0.0,4,False,R0_same_cluster,25.145111,121.75838,25.145098,121.75833,KEELUNG,KEELUNG
506,6907,6910,2025-06-13 00:24:12,2025-06-13 03:24:12,3.0,0.0026866441460798337,0.007716897403813216,0.0,4,False,R0_same_cluster,25.145086,121.75836,25.145102,121.75838,KEELUNG,KEELUNG
507,6913,6917,2025-06-13 06:24:12,2025-06-13 10:21:12,3.95,0.005037792304357743,0.019226558082626133,0.0,5,False,R0_same_cluster,25.145111,121.75838,25.145113,121.75843,KEELUNG,KEELUNG
508,6920,6922,2025-06-13 13:24:12,2025-06-13 15:24:12,2.0,0.00412340284811156,0.008202675877587374,0.0,3,False,R0_same_cluster,25.145113,121.75842,25.145105,121.75838,KEELUNG,KEELUNG
509,6925,6937,2025-06-13 18:18:13,2025-06-14 06:24:12,12.099722222222223,0.006328376387314937,0.06950772343443658,0.0,13,False,R0_same_cluster,25.145096,121.75842,25.145113,121.75836,KEELUNG,KEELUNG
510,6941,6948,2025-06-14 10:24:12,2025-06-14 17:21:12,6.95,0.002761535963727061,0.016427331391095607,0.0,8,False,R0_same_cluster,25.145092,121.75838,25.145075,121.75836,KEELUNG,KEELUNG
511,6951,6951,2025-06-14 20:24:12,2025-06-14 20:24:12,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,25.145105,121.75838,25.145105,121.75838,KEELUNG,KEELUNG
512,6955,6956,2025-06-15 00:24:12,2025-06-15 01:24:12,1.0,0.005496884591727462,0.005496884591727462,0.0,2,False,R0_same_cluster,25.145069,121.75836,25.145115,121.75838,KEELUNG,KEELUNG
513,6968,6970,2025-06-15 13:24:12,2025-06-15 15:24:12,2.0,0.005913006755896627,0.019508578041736155,0.0,3,False,R0_same_cluster,25.145119,121.75838,25.145069,121.75836,KEELUNG,KEELUNG
514,6975,6981,2025-06-15 20:24:12,2025-06-16 02:24:12,6.0,0.001334340962773453,0.025500381348358227,0.0,7,False,R0_same_cluster,25.145086,121.75838,25.145098,121.75838,KEELUNG,KEELUNG
515,6985,7012,2025-06-16 06:24:12,2025-06-17 09:25:28,27.02111111111111,324.3477426623992,539.5512214974507,0.0,28,True,,25.145123,121.75838,22.549742,120.30257,KEELUNG,KAOHSIUNG
516,7016,7016,2025-06-17 13:18:45,2025-06-17 13:18:45,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.561554,120.3294,22.561554,120.3294,KAOHSIUNG,KAOHSIUNG
517,7019,7024,2025-06-17 16:21:45,2025-06-17 21:18:54,4.9525,0.0010268509304860152,0.014342912221831578,0.0,6,False,R0_same_cluster,22.561543,120.32938,22.561543,120.32937,KAOHSIUNG,KAOHSIUNG
518,7028,7030,2025-06-18 01:21:30,2025-06-18 03:19:30,1.9666666666666666,0.005471184889383987,0.007180224265457531,0.0,3,False,R0_same_cluster,22.561558,120.32936,22.561541,120.32941,KAOHSIUNG,KAOHSIUNG
519,7033,7045,2025-06-18 06:24:45,2025-06-18 18:21:45,11.95,0.002449113372298585,0.03465111403915636,0.0,13,False,R0_same_cluster,22.561562,120.32936,22.56155,120.32938,KAOHSIUNG,KAOHSIUNG
520,7048,7048,2025-06-18 21:24:30,2025-06-18 21:24:30,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.561556,120.32936,22.561556,120.32936,KAOHSIUNG,KAOHSIUNG
521,7052,7054,2025-06-19 01:21:45,2025-06-19 03:24:30,2.0458333333333334,0.004224701346720348,0.009731259630810769,0.0,3,False,R0_same_cluster,22.561569,120.32935,22.561543,120.32938,KAOHSIUNG,KAOHSIUNG
522,7057,7058,2025-06-19 06:17:07,2025-06-19 07:18:45,1.0272222222222223,0.0010328540520389599,0.0010328540520389599,0.0,2,False,R0_same_cluster,22.561523,120.32937,22.561522,120.32938,KAOHSIUNG,KAOHSIUNG
523,7061,7061,2025-06-19 10:15:30,2025-06-19 10:15:30,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.561579,120.32938,22.561579,120.32938,KAOHSIUNG,KAOHSIUNG
524,7064,7068,2025-06-19 13:24:45,2025-06-19 17:24:30,3.995833333333333,0.0044761636123393945,0.009520371229785489,0.0,5,False,R0_same_cluster,22.561539,120.3294,22.561523,120.32936,KAOHSIUNG,KAOHSIUNG
525,7076,7156,2025-06-20 01:23:58,2025-06-23 13:34:40,84.17833333333333,2.456967324886601,1320.9330205807262,0.0,81,False,R5_large_time_gap,22.561548,120.32936,22.545103,120.34534,KAOHSIUNG,KAOHSIUNG
526,7159,7160,2025-06-23 17:15:47,2025-06-23 17:15:47,0.0,0.0,0.0,0.0,2,False,R0_same_cluster,22.545103,120.34539,22.545103,120.34539,KAOHSIUNG,KAOHSIUNG
527,7165,7165,2025-06-23 23:15:46,2025-06-23 23:15:46,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.545137,120.34539,22.545137,120.34539,KAOHSIUNG,KAOHSIUNG
528,7168,7168,2025-06-24 02:24:48,2025-06-24 02:24:48,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.545111,120.34538,22.545111,120.34538,KAOHSIUNG,KAOHSIUNG
529,7172,7184,2025-06-24 06:15:47,2025-06-24 20:10:13,13.907222222222222,0.009342489656956825,0.028085124231783394,0.0,13,False,R0_same_cluster,22.545109,120.34539,22.545069,120.34531,KAOHSIUNG,KAOHSIUNG
530,7187,7189,2025-06-24 23:22:13,2025-06-25 00:58:13,1.6,0.0040125843986741246,0.014099588132811208,0.0,3,False,R0_same_cluster,22.545078,120.34536,22.545109,120.34538,KAOHSIUNG,KAOHSIUNG
531,7196,7196,2025-06-25 08:24:48,2025-06-25 08:24:48,0.0,0.0,0.0,0.0,1,False,R0_same_cluster,22.545101,120.3454,22.545101,120.3454,KAOHSIUNG,KAOHSIUNG
